# newdoc id = bar_wiki_Båssa
# sent_id = bar_wiki_Båssa-1
# text = Båssa
Båssa	B-LOC	B-LOC	B-LOC

# sent_id = bar_wiki_Båssa-2
# text = Bossa ( amtli : Passau ) aa : Bassa oda Bassau is a kroasfreie Stod in Niedabayern on da Grenz noch Estareich , de wos am Zsommafluss vom Inn , da Uiz und da Doana ligt ; zwengs dem wead Bossa aa oft Dreiflüssestod gnennt .
Bossa	B-LOC	B-LOC	B-LOC
(	O	O	O
amtli	O	O	O
:	O	O	O
Passau	B-LOC	B-LOC	B-LOC
)	O	O	O
aa	O	O	O
:	O	O	O
Bassa	B-LOC	B-LOC	B-LOC
oda	O	O	O
Bassau	B-LOC	B-LOC	B-LOC
is	O	O	O
a	O	O	O
kroasfreie	O	O	O
Stod	O	O	O
in	O	O	O
Niedabayern	B-LOC	B-LOC	B-LOC
on	O	O	O
da	O	O	O
Grenz	O	O	O
noch	O	O	O
Estareich	B-LOC	B-LOC	B-LOC
,	O	O	O
de	O	O	O
wos	O	O	O
am	O	O	O
Zsommafluss	O	O	O
vom	O	O	O
Inn	B-LOC	B-LOC	B-LOC
,	O	O	O
da	O	O	O
Uiz	B-LOC	B-LOC	B-LOC
und	O	O	O
da	O	O	O
Doana	B-LOC	B-LOC	B-LOC
ligt	O	O	O
;	O	O	O
zwengs	O	O	O
dem	O	O	O
wead	O	O	O
Bossa	B-LOC	B-LOC	B-LOC
aa	O	O	O
oft	O	O	O
Dreiflüssestod	O	O	O
gnennt	O	O	O
.	O	O	O

# sent_id = bar_wiki_Båssa-3
# text = Mid 50.566 Eihwohna ( Stond : 31. 12. 2015 ) is Bossa de zwoatgrässte Stod vo Niedabayern , und is do aa s zwoate wichtige Zentrum noch da Haptstod Landshuad ; z Bossa gibts aussadem de oanzige Universitet vo Niedabayern .
Mid	O	O	O
50.566	O	O	O
Eihwohna	O	O	O
(	O	O	O
Stond	O	O	O
:	O	O	O
31.	O	O	O
12.	O	O	O
2015	O	O	O
)	O	O	O
is	O	O	O
Bossa	B-LOC	B-LOC	B-LOC
de	O	O	O
zwoatgrässte	O	O	O
Stod	O	O	O
vo	O	O	O
Niedabayern	B-LOC	B-LOC	B-LOC
,	O	O	O
und	O	O	O
is	O	O	O
do	O	O	O
aa	O	O	O
s	O	O	O
zwoate	O	O	O
wichtige	O	O	O
Zentrum	O	O	O
noch	O	O	O
da	O	O	O
Haptstod	O	O	O
Landshuad	B-LOC	B-LOC	B-LOC
;	O	O	O
z	O	O	O
Bossa	B-LOC	B-LOC	B-LOC
gibts	O	O	O
aussadem	O	O	O
de	O	O	O
oanzige	O	O	O
Universitet	O	O	O
vo	O	O	O
Niedabayern	B-LOC	B-LOC	B-LOC
.	O	O	O

# sent_id = bar_wiki_Båssa-4
# text = Bossa gibts scho , seitdem de Kejtn in da jetzing Oidstod gsiedlt hammd .
Bossa	B-LOC	B-LOC	B-LOC
gibts	O	O	O
scho	O	O	O
,	O	O	O
seitdem	O	O	O
de	O	O	O
Kejtn	O	B-PERderiv	B-PERderiv
in	O	O	O
da	O	O	O
jetzing	O	O	O
Oidstod	O	O	O
gsiedlt	O	O	O
hammd	O	O	O
.	O	O	O

# sent_id = bar_wiki_Båssa-5
# text = As kejtische Oppidum Biodurum is donn im easchtn Johundat noch Kristus vo de Rema erobat worn und is a Stiggl vo da Provinz Raetia worn .
As	O	O	O
kejtische	B-ORGderiv	B-PERderiv	B-PERderiv
Oppidum	O	O	O
Biodurum	O	B-LOC	B-LOC
is	O	O	O
donn	O	O	O
im	O	O	O
easchtn	O	O	O
Johundat	O	O	O
noch	O	O	O
Kristus	O	O	O
vo	O	O	O
de	O	O	O
Rema	B-LOC	B-PERderiv	B-PERderiv
erobat	O	O	O
worn	O	O	O
und	O	O	O
is	O	O	O
a	O	O	O
Stiggl	O	O	O
vo	O	O	O
da	O	O	O
Provinz	O	B-LOC	B-LOC
Raetia	B-LOC	B-LOC	B-LOC
worn	O	O	O
.	O	O	O

# sent_id = bar_wiki_Båssa-6
# text = Do wo heit da Dom steht , hammd de Rema as remisches Kastell Batavis baut , damieds eanan Limes bfestign hammd kinna .
Do	O	O	O
wo	O	O	O
heit	O	O	O
da	O	O	O
Dom	O	O	O
steht	O	O	O
,	O	O	O
hammd	O	O	O
de	O	O	O
Rema	B-LOC	B-PERderiv	B-PERderiv
as	O	O	O
