# newdoc id = bar_tweet_1611262513403858944
# sent_id = bar_tweet_1611262513403858944-1
# text = _________ ______ _ __ _ ___ __ ______ ___ ________ _
_________	O	O	O
______	O	O	O
_	O	O	O
__	O	O	O
_	O	O	O
___	O	O	O
__	O	O	O
______	O	O	O
___	O	O	O
________	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1175529317515878401
# sent_id = bar_tweet_1175529317515878401-1
# text = __________ __ _____ _____ __
__________	O	O	O
__	O	O	O
_____	O	O	O
_____	O	O	O
__	O	O	O

# newdoc id = bar_tweet_1657662164004646913
# sent_id = bar_tweet_1657662164004646913-1
# text = __ ____________ _ ____ _____ ____ ______ _____ _______ ___ __ _ _ _ _ _ _______________________
__	O	O	O
____________	O	O	O
_	O	O	O
____	O	O	O
_____	O	O	O
____	O	O	O
______	O	O	O
_____	O	O	O
_______	O	O	O
___	O	O	O
__	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_______________________	O	O	O

# newdoc id = bar_tweet_1424663934267805699
# sent_id = bar_tweet_1424663934267805699-1
# text = _____________ ___ _____ ____ _
_____________	O	O	O
___	O	O	O
_____	O	O	O
____	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1280001298285420545
# sent_id = bar_tweet_1280001298285420545-1
# text = _______ ___ ____ ____ _ ____ __ __ _ _____ _____ __ _ ____ __________ _ ____ ____ __ _______ __ __
_______	O	O	O
___	O	O	O
____	O	O	O
____	O	O	O
_	O	O	O
____	O	O	O
__	O	O	O
__	O	O	O
_	O	O	O
_____	O	O	O
_____	O	O	O
__	O	O	O
_	O	O	O
____	O	O	O
__________	O	O	O
_	O	O	O
____	O	O	O
____	O	O	O
__	O	O	O
_______	O	O	O
__	O	O	O
__	O	O	O

# newdoc id = bar_tweet_1314938096388014080
# sent_id = bar_tweet_1314938096388014080-1
# text = ___________ _ ___ _ ___ ______ ______ _ ______ __ ___ _____ ______ _____ _ _
___________	O	O	O
_	O	O	O
___	O	O	O
_	O	O	O
___	O	O	O
______	O	O	O
