# newdoc id = bar_wiki_Blackjack
# sent_id = bar_wiki_Blackjack-1
# text = Blackjack
Blackjack	B-MISC	B-MISC

# sent_id = bar_wiki_Blackjack-2
# text = De Regeln vo Blog Jog san internationoi nahezu einheitlich , de nochstehend Beschreibung folgt am Reglement , des fia den Schbuia am günstigsdn is .
De	O	O
Regeln	O	O
vo	O	O
Blog	B-MISC	B-MISC
Jog	I-MISC	I-MISC
san	O	O
internationoi	O	O
nahezu	O	O
einheitlich	O	O
,	O	O
de	O	O
nochstehend	O	O
Beschreibung	O	O
folgt	O	O
am	O	O
Reglement	O	O
,	O	O
des	O	O
fia	O	O
den	O	O
Schbuia	O	O
am	O	O
günstigsdn	O	O
is	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-3
# text = Dess Reglement gilt in den meisdn deitschn Casinos sowia in da Schbuibank vo Monte Carlo und den Schbuibankn da Casinos Austria .
Dess	O	O
Reglement	O	O
gilt	O	O
in	O	O
den	O	O
meisdn	O	O
deitschn	B-LOCderiv	B-LOCderiv
Casinos	O	O
sowia	O	O
in	O	O
da	O	O
Schbuibank	B-LOC	O
vo	I-LOC	O
Monte	I-LOC	B-LOC
Carlo	I-LOC	I-LOC
und	O	O
den	O	O
Schbuibankn	O	O
da	O	O
Casinos	B-ORG	B-ORG
Austria	I-ORG	I-ORG
.	O	O

# sent_id = bar_wiki_Blackjack-4
# text = Blog Jog werd an am onähernd hoibkreisförmign Disch geschbuit .
Blog	B-MISC	B-MISC
Jog	I-MISC	I-MISC
werd	O	O
an	O	O
am	O	O
onähernd	O	O
hoibkreisförmign	O	O
Disch	O	O
geschbuit	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-5
# text = An da geradn Seitn des Dischs sitzt da Croupia ( Deala , Bankhoida , Kartengeba ) .
An	O	O
da	O	O
geradn	O	O
Seitn	O	O
des	O	O
Dischs	O	O
sitzt	O	O
da	O	O
Croupia	O	O
(	O	O
Deala	O	O
,	O	O
Bankhoida	O	O
,	O	O
Kartengeba	O	O
)	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-6
# text = Eahm gegenüba befindn si de Plätze fia bis zua siebn Schbuia ( Pointeire ) .
Eahm	O	O
gegenüba	O	O
befindn	O	O
si	O	O
de	O	O
Plätze	O	O
fia	O	O
bis	O	O
zua	O	O
siebn	O	O
Schbuia	O	O
(	O	O
Pointeire	O	O
)	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-7
# text = 's werd mid secks Pakedn franzesischa Schbuikardn zua 52 Blatt , oiso 312 Kardn geschbuit ? de Blog-Jog-Kartn hod Bridge-Foamad und drägt extra grouse Indexzeichn ( large index ) mid den englischn Bezeichnunga K , Q und J fia de Buida .
's	O	O
werd	O	O
mid	O	O
secks	O	O
Pakedn	O	O
franzesischa	B-LOCderiv	B-LOCderiv
Schbuikardn	O	O
zua	O	O
52	O	O
Blatt	O	O
,	O	O
oiso	O	O
312	O	O
Kardn	O	O
geschbuit	O	O
?	O	O
de	O	O
Blog-Jog-Kartn	B-MISCpart	B-MISCpart
hod	O	O
Bridge-Foamad	O	O
und	O	O
drägt	O	O
extra	O	O
grouse	O	O
Indexzeichn	O	O
(	O	O
large	O	O
index	O	O
)	O	O
mid	O	O
den	O	O
englischn	B-LANGderiv	B-LANGderiv
Bezeichnunga	O	O
K	O	O
,	O	O
Q	O	O
und	O	O
J	O	O
fia	O	O
de	O	O
Buida	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-8
# text = Zil des Schbuis is 's , mid zwoa oda mehr Kardn näha an 21 Punkte heranzukomma ois da Croupia , ohne dabei den Wert vo 21 Punkdn zua übaschreidn .
Zil	O	O
des	O	O
Schbuis	O	O
is	O	O
's	O	O
,	O	O
mid	O	O
zwoa	O	O
oda	O	O
mehr	O	O
Kardn	O	O
näha	O	O
an	O	O
21	O	O
Punkte	O	O
heranzukomma	O	O
ois	O	O
da	O	O
Croupia	O	O
,	O	O
ohne	O	O
dabei	O	O
den	O	O
Wert	O	O
vo	O	O
21	O	O
Punkdn	O	O
zua	O	O
übaschreidn	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-9
# text = Voa Ofang eins Schbuis blotziern de Schbuia ihre Einsätze auf den bezeichnedn Fejdern ( boxs ) entsprechend den vom Casino festgesetzdn Einsatzlimits .
Voa	O	O
Ofang	O	O
eins	O	O
Schbuis	O	O
blotziern	O	O
de	O	O
Schbuia	O	O
ihre	O	O
Einsätze	O	O
auf	O	O
den	O	O
bezeichnedn	O	O
Fejdern	O	O
(	O	O
boxs	O	O
)	O	O
entsprechend	O	O
den	O	O
vom	O	O
Casino	O	O
festgesetzdn	O	O
Einsatzlimits	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-10
# text = In oana Box dürfa nebn am Boxeninhobr aa andere Schbuia mitsetzn ; mitsetzend Schbuia hom aba koa Mitspracherecht und miassn de Entscheidunga des Boxeninhobrs akzeptiern .
In	O	O
oana	O	O
Box	O	O
dürfa	O	O
nebn	O	O
am	O	O
Boxeninhobr	O	O
aa	O	O
andere	O	O
Schbuia	O	O
mitsetzn	O	O
;	O	O
mitsetzend	O	O
Schbuia	O	O
hom	O	O
aba	O	O
koa	O	O
Mitspracherecht	O	O
und	O	O
miassn	O	O
de	O	O
Entscheidunga	O	O
des	O	O
Boxeninhobrs	O	O
akzeptiern	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-11
# text = Da Einsatz da mitsetzendn Schbuia deaf grod so houch sei , dass des vom Casino festgelegte Limit pro Box ned übaschritdn werd .
Da	O	O
Einsatz	O	O
da	O	O
mitsetzendn	O	O
Schbuia	O	O
deaf	O	O
grod	O	O
so	O	O
houch	O	O
sei	O	O
,	O	O
dass	O	O
des	O	O
vom	O	O
Casino	O	O
festgelegte	O	O
Limit	O	O
pro	O	O
Box	O	O
ned	O	O
übaschritdn	O	O
werd	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-12
# text = Hod da Boxinhobr bereits den maximoi möglichn Einsatz getätigt , deaf somit koa Mitschbuia mehr auf de Box mitsetzn .
Hod	O	O
da	O	O
Boxinhobr	O	O
bereits	O	O
den	O	O
maximoi	O	O
möglichn	O	O
Einsatz	O	O
getätigt	O	O
,	O	O
deaf	O	O
somit	O	O
koa	O	O
Mitschbuia	O	O
mehr	O	O
auf	O	O
de	O	O
Box	O	O
mitsetzn	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-13
# text = San de Einsätze getätigt , ofangt da Croupia de Kardn auszuteiln .
San	O	O
de	O	O
Einsätze	O	O
getätigt	O	O
,	O	O
ofangt	O	O
da	O	O
Croupia	O	O
de	O	O
Kardn	O	O
auszuteiln	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-14
# text = Jeda Schbuia und da Croupia eahoidn zuaerst a offene Kartn , danoch eahält jeda Schbuia ? ned aba da Croupia ? a zwoate offene Kartn ( vgl. Regl-Variandn ) .
Jeda	O	O
Schbuia	O	O
und	O	O
da	O	O
Croupia	O	O
eahoidn	O	O
zuaerst	O	O
a	O	O
offene	O	O
Kartn	O	O
,	O	O
danoch	O	O
eahält	O	O
jeda	O	O
Schbuia	O	O
?	O	O
ned	O	O
aba	O	O
da	O	O
Croupia	O	O
?	O	O
a	O	O
zwoate	O	O
offene	O	O
Kartn	O	O
(	O	O
vgl.	O	O
Regl-Variandn	O	O
)	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-15
# text = Ofangend mid am Schbuia zua Linkn des Croupiers konn jetz jeda Teilnehma solange weidere Kardn valangn ( hit , Kartn oda cartn ) , bis ea glaubt , nahe genug an 21 Punkte herankema zua sei und koa weidere Kartn mehr wui ( stay , Koa Kartn oda reste ) .
Ofangend	O	O
mid	O	O
am	O	O
Schbuia	O	O
zua	O	O
Linkn	O	O
des	O	O
Croupiers	O	O
konn	O	O
jetz	O	O
jeda	O	O
Teilnehma	O	O
solange	O	O
weidere	O	O
Kardn	O	O
valangn	O	O
(	O	O
hit	O	O
,	O	O
Kartn	O	O
oda	O	O
cartn	O	O
)	O	O
,	O	O
bis	O	O
ea	O	O
glaubt	O	O
,	O	O
nahe	O	O
genug	O	O
an	O	O
21	O	O
Punkte	O	O
herankema	O	O
zua	O	O
sei	O	O
und	O	O
koa	O	O
weidere	O	O
Kartn	O	O
mehr	O	O
wui	O	O
(	O	O
stay	O	O
,	O	O
Koa	O	O
Kartn	O	O
oda	O	O
reste	O	O
)	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-16
# text = Wa jedoch mid sein Kardn den Wert 21 übaschreitet ( bust ) , hod si übakafft und valiad sofoat ; de Kardn und da Einsatz wern vom Croupia einzong .
Wa	O	O
jedoch	O	O
mid	O	O
sein	O	O
Kardn	O	O
den	O	O
Wert	O	O
21	O	O
übaschreitet	O	O
(	O	O
bust	O	O
)	O	O
,	O	O
hod	O	O
si	O	O
übakafft	O	O
und	O	O
valiad	O	O
sofoat	O	O
;	O	O
de	O	O
Kardn	O	O
und	O	O
da	O	O
Einsatz	O	O
wern	O	O
vom	O	O
Croupia	O	O
einzong	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-17
# text = San olle Schbuia bedeant , ziagd da Croupia sei zwoate Kartn .
San	O	O
olle	O	O
Schbuia	O	O
bedeant	O	O
,	O	O
ziagd	O	O
da	O	O
Croupia	O	O
sei	O	O
zwoate	O	O
Kartn	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-18
# text = Hod ea 17 oda mehr Punkte , mua ea schdengan bleim , hod ea 16 oda wenga Punkte , mua ea a weidere Kartn ziang ( Deala must stand on 17 and must draw to 16 ) .
Hod	O	O
ea	O	O
17	O	O
oda	O	O
mehr	O	O
Punkte	O	O
,	O	O
mua	O	O
ea	O	O
schdengan	O	O
bleim	O	O
,	O	O
hod	O	O
ea	O	O
16	O	O
oda	O	O
wenga	O	O
Punkte	O	O
,	O	O
mua	O	O
ea	O	O
a	O	O
weidere	O	O
Kartn	O	O
ziang	O	O
(	O	O
Deala	O	O
must	O	O
stand	O	O
on	O	O
17	O	O
and	O	O
must	O	O
draw	O	O
to	O	O
16	O	O
)	O	O
.	O	O

# sent_id = bar_wiki_Blackjack-19
# text = Dabei gilt foigende Regl : Da Croupia mua a Ass stets mid ejf Punkdn zähln , 's sei denn , ea würde auf de Weise den Wert 21 übaschreidn ; grod dann zählt ea des Ass mid am Punkt .
Dabei	O	O
gilt	O	O
foigende	O	O
Regl	O	O
:	O	O
Da	O	O
Croupia	O	O
mua	O	O
a	O	O
Ass	O	O
stets	O	O
mid	O	O
ejf	O	O
Punkdn	O	O
zähln	O	O
,	O	O
's	O	O
sei	O	O
denn	O	O
,	O	O
ea	O	O
würde	O	O
auf	O	O
de	O	O
Weise	O	O
den	O	O
Wert	O	O
21	O	O
übaschreidn	O	O
;	O	O
grod	O	O
dann	O	O
zählt	O	O
ea	O	O
des	O	O
Ass	O	O
mid	O	O
am	O	O
