# newdoc id = bar_tweet_1653606294018826242
# sent_id = bar_tweet_1653606294018826242-1
# text = ____ _____ ____ ______ ___________ __ ___________ _ ___ ___________ ___ __ _ _ _ _ _ _ _ _____ ____ ___ ____ ___ __________ _
____	O	O	O
_____	O	O	O
____	O	O	O
______	O	O	O
___________	O	O	O
__	O	O	O
___________	B-ORGpart	B-ORGderiv	B-ORGpart
_	O	O	O
___	O	O	O
___________	O	O	O
___	O	O	O
__	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_____	O	O	O
____	O	O	O
___	O	O	O
____	O	O	O
___	O	O	O
__________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1653606294018826242-2
# text = ______ ______ _ _ _ _ _______________________
______	O	O	O
______	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_______________________	O	O	O

# newdoc id = bar_tweet_1498346840328220673
# sent_id = bar_tweet_1498346840328220673-1
# text = ________________ _____ ___ _ ___ ______ ____ _
________________	O	O	O
_____	O	O	O
___	O	O	O
_	O	O	O
___	O	O	O
______	O	O	O
____	B-PER	B-PER	B-PER
_	O	O	O

# sent_id = bar_tweet_1498346840328220673-2
# text = __ ______ ____ ___ ______ _____ _____ ____ _ __ ____ _ _ _ _ _ _ _ _
__	O	O	O
______	O	O	O
____	O	O	O
___	O	O	O
______	O	O	O
_____	O	O	O
_____	O	O	O
____	O	O	O
_	O	O	O
__	O	O	O
____	B-PER	B-PER	B-PER
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1031145895339929600
# sent_id = bar_tweet_1031145895339929600-1
# text = _______ __________ __ ________ _____ _____ _____ ___ ___ _____ __ ____ _
_______	O	O	O
__________	O	O	O
__	O	O	O
________	O	O	O
_____	O	O	O
_____	O	O	O
_____	O	O	O
___	O	O	O
___	O	O	O
_____	O	O	O
__	O	O	O
____	O	O	O
_	O	O	O

