# newdoc id = bar_tweet_1622154561350770691
# sent_id = bar_tweet_1622154561350770691-1
# text = ___ _____ ___ _________ _
___	O	O	O
_____	O	O	O
___	O	O	O
_________	B-LOC	O	O
_	O	O	O

# sent_id = bar_tweet_1622154561350770691-2
# text = ________ _
________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1622154561350770691-3
# text = ___________ _ ______ _ ________ _ _____ _________ _ _______ ____ ____ _____ _ _
___________	O	O	O
_	O	O	O
______	O	O	O
_	O	O	O
________	O	O	O
_	O	O	O
_____	O	O	O
_________	O	O	O
_	O	O	O
_______	O	O	O
____	O	O	O
____	O	O	O
_____	O	O	O
_	O	O	O
_	O	O	O

# sent_id = bar_tweet_1622154561350770691-4
# text = ______ ___ ___ ___ _ _
______	O	O	O
___	O	O	O
___	O	O	O
___	O	O	O
_	O	O	O
_	O	O	O

# sent_id = bar_tweet_1622154561350770691-5
# text = _____ __ _______ ____ _ _______________________
_____	O	O	O
__	O	O	O
_______	O	O	O
____	O	O	O
_	O	O	O
_______________________	O	O	O

# newdoc id = bar_tweet_1659514405413961729
# sent_id = bar_tweet_1659514405413961729-1
# text = ____ _ ______ __
____	O	O	O
_	O	O	O
______	O	O	O
__	O	O	O

# newdoc id = bar_tweet_1610673489542799361
# sent_id = bar_tweet_1610673489542799361-1
# text = ___ ____ _________ _
___	O	O	O
____	O	O	O
_________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1610673489542799361-2
# text = ____ ___ ____ ______ ___
____	O	O	O
___	O	O	O
____	O	O	O
______	O	O	O
___	O	O	O

# sent_id = bar_tweet_1610673489542799361-3
# text = ___ __ __ ___ _____ ____ ___ ________ ___ ________ ___________ ______ _
___	O	O	O
__	O	O	O
__	O	O	O
___	O	O	O
_____	O	O	O
____	O	O	O
___	O	O	O
________	O	O	O
___	O	O	O
________	O	O	O
___________	O	O	O
______	O	O	O
_	O	O	O

# sent_id = bar_tweet_1610673489542799361-4
# text = _____________ ______________ ________________
_____________	O	O	O
______________	O	O	O
________________	O	O	O

