# newdoc id = bar_wiki_Olympische-Sommaspui-1996
# sent_id = bar_wiki_Olympische-Sommaspui-1996-1
# text = Olympische Sommaspui 1996
Olympische	B-EVENT	B-EVENT
Sommaspui	I-EVENT	I-EVENT
1996	I-EVENT	I-EVENT

# sent_id = bar_wiki_Olympische-Sommaspui-1996-2
# text = De Olympischn Sommaspui 1996 ( aa " Spui vo da XXXVI. Olympiade " gnennt ) ham vom 19. Juli bis zum 4. August 1996 in Atlanta stattgfundn .
De	O	O
Olympischn	B-EVENT	B-EVENT
Sommaspui	I-EVENT	I-EVENT
1996	I-EVENT	I-EVENT
(	O	O
aa	O	O
"	O	O
Spui	O	O
vo	O	O
da	O	O
XXXVI.	B-EVENT	B-EVENT
Olympiade	I-EVENT	I-EVENT
"	O	O
gnennt	O	O
)	O	O
ham	O	O
vom	O	O
19.	O	O
Juli	O	O
bis	O	O
zum	O	O
4.	O	O
August	O	O
1996	O	O
in	O	O
Atlanta	B-LOC	B-LOC
stattgfundn	O	O
.	O	O

# sent_id = bar_wiki_Olympische-Sommaspui-1996-3
# text = De Hauptstod vo dem amerikanischn Bundesstaat Georgia setzt se in da Woi vom Austragungsort aaf da 96. IOC-Session in Tokio gega de Mitbewerba Athen , Toronto , Melbourn , Manchester und Belgrad duach .
De	O	O
Hauptstod	O	O
vo	O	O
dem	O	O
amerikanischn	B-ORGderiv	B-LOCderiv
Bundesstaat	O	O
Georgia	B-ORG	B-LOC
setzt	O	O
se	O	O
in	O	O
da	O	O
Woi	O	O
vom	O	O
Austragungsort	O	O
aaf	O	O
da	O	O
96.	B-EVENT	O
IOC-Session	I-EVENT	O
in	O	O
Tokio	B-LOC	B-LOC
gega	O	O
de	O	O
Mitbewerba	O	O
Athen	B-ORG	B-LOC
,	O	O
Toronto	B-ORG	B-LOC
,	O	O
Melbourn	B-ORG	B-LOC
,	O	O
Manchester	B-ORG	B-LOC
und	O	O
Belgrad	B-ORG	B-LOC
duach	O	O
.	O	O

