# newdoc id = bar_wiki_Wörnitz
# sent_id = bar_wiki_Wörnitz-1
# text = Wörnitz
Wörnitz	B-LOC	B-LOC

# sent_id = bar_wiki_Wörnitz-2
# text = De Wernitz is a ungefahr 132 Kilometa langa linka und nördlicha Nebnfluss vo da Doana in Baiern .
De	O	O
Wernitz	B-LOC	B-LOC
is	O	O
a	O	O
ungefahr	O	O
132	O	O
Kilometa	O	O
langa	O	O
linka	O	O
und	O	O
nördlicha	O	O
Nebnfluss	O	O
vo	O	O
da	O	O
Doana	B-LOC	B-LOC
in	O	O
Baiern	B-LOC	B-LOC
.	O	O

# sent_id = bar_wiki_Wörnitz-3
# text = Da Nama is im 11. Joahrhundart ois " Werinza " ibaliefart , im 12. Joahrhundart hot ma " Warinza " gschriebn .
Da	O	O
Nama	O	O
is	O	O
im	O	O
11.	O	O
Joahrhundart	O	O
ois	O	O
"	O	O
Werinza	B-LOC	B-LOC
"	O	O
ibaliefart	O	O
,	O	O
im	O	O
12.	O	O
Joahrhundart	O	O
hot	O	O
ma	O	O
"	O	O
Warinza	B-LOC	B-LOC
"	O	O
gschriebn	O	O
.	O	O

# sent_id = bar_wiki_Wörnitz-4
# text = Fua den Nam gibt's zwoa Eaklärungsansätz .
Fua	O	O
den	O	O
Nam	O	O
gibt's	O	O
zwoa	O	O
Eaklärungsansätz	O	O
.	O	O

# sent_id = bar_wiki_Wörnitz-5
# text = Da Namaforscha Joseph Schnetz hot 1950 den Nama aaf de indogermanische Wurzl " ver " mit da Grundbedeitung " ( se ) wendn , ( se ) drahn " zruckgführt , woro die Partizialendung " -entia " tren is .
Da	O	O
Namaforscha	O	O
Joseph	B-PER	B-PER
Schnetz	I-PER	I-PER
hot	O	O
1950	O	O
den	O	O
Nama	O	O
aaf	O	O
de	O	O
indogermanische	B-LANGderiv	B-LANGderiv
Wurzl	O	O
"	O	O
ver	O	O
"	O	O
mit	O	O
da	O	O
Grundbedeitung	O	O
"	O	O
(	O	O
se	O	O
)	O	O
wendn	O	O
,	O	O
(	O	O
se	O	O
)	O	O
drahn	O	O
"	O	O
zruckgführt	O	O
,	O	O
woro	O	O
die	O	O
Partizialendung	O	O
"	O	O
-entia	O	O
"	O	O
tren	O	O
is	O	O
.	O	O

# sent_id = bar_wiki_Wörnitz-6
# text = Demnoch bedeit " Wörnitz " " de se Krümmende , Windnde " .
Demnoch	O	O
bedeit	O	O
"	O	O
Wörnitz	B-LOC	B-LOC
"	O	O
"	O	O
de	O	O
se	O	O
Krümmende	O	O
,	O	O
Windnde	O	O
"	O	O
.	O	O

# sent_id = bar_wiki_Wörnitz-7
# text = Dem Namaforscha Wolf-Armin vo Reitzenstoa zfolg ligt die indogermanische Wurzl " uer " , wos Wassa bedeit , zgrund , vo wechana durch a " -nt " -Suffix obgleit worn is .
Dem	O	O
Namaforscha	O	O
Wolf-Armin	B-PER	B-PER
vo	I-PER	I-PER
Reitzenstoa	I-PER	I-PER
zfolg	O	O
ligt	O	O
die	O	O
indogermanische	B-LANGderiv	B-LANGderiv
Wurzl	O	O
"	O	O
uer	O	O
"	O	O
,	O	O
wos	O	O
Wassa	O	O
bedeit	O	O
,	O	O
zgrund	O	O
,	O	O
vo	O	O
wechana	O	O
durch	O	O
a	O	O
"	O	O
-nt	O	O
"	O	O
-Suffix	O	O
obgleit	O	O
worn	O	O
is	O	O
.	O	O

# sent_id = bar_wiki_Wörnitz-8
# text = De Eaklärung war vo Schnetz jedo vaworfa worn .
De	O	O
Eaklärung	O	O
war	O	O
vo	O	O
Schnetz	B-PER	B-PER
jedo	O	O
vaworfa	O	O
worn	O	O
.	O	O

# sent_id = bar_wiki_Wörnitz-9
# text = Da Fluss hot mehrare Gmoa ihre Nama gem : Wernitz , Wernitzhofa , Wernitzostheim und Werniztstoa .
Da	O	O
Fluss	O	O
hot	O	O
mehrare	O	O
Gmoa	O	O
ihre	O	O
Nama	O	O
gem	O	O
:	O	O
Wernitz	B-LOC	B-LOC
,	O	O
Wernitzhofa	B-LOC	B-LOC
,	O	O
Wernitzostheim	B-LOC	B-LOC
und	O	O
Werniztstoa	B-LOC	B-LOC
.	O	O

# sent_id = bar_wiki_Wörnitz-10
# text = De " Wernitz " endspringd in Schillingsfürst auf da Franknhea am eigfastn Brunna und ziagt vo do in recht beständigam Lauf in südliche bis eastliche Richtunga .
De	O	O
"	O	O
Wernitz	B-LOC	B-LOC
"	O	O
endspringd	O	O
in	O	O
Schillingsfürst	B-LOC	B-LOC
auf	O	O
da	O	O
Franknhea	B-LOC	B-LOC
am	O	O
eigfastn	O	O
Brunna	O	O
und	O	O
ziagt	O	O
vo	O	O
do	O	O
in	O	O
recht	O	O
beständigam	O	O
Lauf	O	O
in	O	O
südliche	O	O
bis	O	O
eastliche	O	O
Richtunga	O	O
.	O	O

# sent_id = bar_wiki_Wörnitz-11
# text = Znächst ziagt sie noch Südn durch de Gmoa Wernitz durch a sehr ländlichs , vo bewoidetn Hiegln begleits Wiesndoi in Richtung Dinkelsbühl und nimmt auf dera Streck vo rechts de Ampfrach und de Zwergwernitz auf .
Znächst	O	O
ziagt	O	O
sie	O	O
noch	O	O
Südn	O	O
durch	O	O
de	O	O
Gmoa	O	O
Wernitz	B-LOC	B-LOC
durch	O	O
a	O	O
sehr	O	O
ländlichs	O	O
,	O	O
vo	O	O
bewoidetn	O	O
Hiegln	O	O
begleits	O	O
Wiesndoi	B-LOC	O
in	O	O
Richtung	O	O
Dinkelsbühl	B-LOC	B-LOC
und	O	O
nimmt	O	O
auf	O	O
dera	O	O
Streck	O	O
vo	O	O
rechts	O	O
de	O	O
Ampfrach	B-LOC	B-LOC
und	O	O
de	O	O
Zwergwernitz	B-LOC	B-LOC
auf	O	O
.	O	O

# sent_id = bar_wiki_Wörnitz-12
# text = Wene voa dem mittloitalich Stodal mit seina gschlossna Stodmaua fangt a südostwärst grichtata , bis zum Rand vom Neardlinga Rias reichada Obschnitt o , in dem vui vo de Nebnbäch Weiha speisn , de se zuweiln in dichta Folg am Lauf vo de Zuifliss aufreihn .
Wene	O	O
voa	O	O
dem	O	O
mittloitalich	O	O
Stodal	O	O
mit	O	O
seina	O	O
gschlossna	O	O
Stodmaua	O	O
fangt	O	O
a	O	O
südostwärst	O	O
grichtata	O	O
,	O	O
bis	O	O
zum	O	O
Rand	O	O
vom	O	O
Neardlinga	B-LOC	B-LOC
Rias	I-LOC	I-LOC
reichada	O	O
Obschnitt	O	O
o	O	O
,	O	O
in	O	O
dem	O	O
vui	O	O
vo	O	O
de	O	O
Nebnbäch	O	O
Weiha	O	O
speisn	O	O
,	O	O
de	O	O
se	O	O
zuweiln	O	O
in	O	O
dichta	O	O
Folg	O	O
am	O	O
Lauf	O	O
vo	O	O
de	O	O
Zuifliss	O	O
aufreihn	O	O
.	O	O

# sent_id = bar_wiki_Wörnitz-13
# text = Inzwischn eha eastlich valaafad , erreicht sie znächst Wilburgstettn , wo ihra - wiedarum aus Westn - de Rotach zualaaft .
Inzwischn	O	O
eha	O	O
eastlich	O	O
valaafad	O	O
,	O	O
erreicht	O	O
sie	O	O
znächst	O	O
Wilburgstettn	B-LOC	B-LOC
,	O	O
wo	O	O
ihra	O	O
-	O	O
wiedarum	O	O
aus	O	O
Westn	O	O
-	O	O
de	O	O
Rotach	O	B-LOC
zualaaft	O	O
.	O	O

# sent_id = bar_wiki_Wörnitz-14
# text = Ab do ziagt sie ostnordeastlich bis noch Wittleshofa am Westfuass vom Hesselbeag , wo da greasste Nebnfluss am oban Lauf , de Suilzach , in sie mindt , deran naha und fast parallela Lauf eastlich vo ihram ihr da bisher greasstn linka Zuifluss vawehrt hot .
Ab	O	O
do	O	O
ziagt	O	O
sie	O	O
ostnordeastlich	O	O
bis	O	O
noch	O	O
Wittleshofa	B-LOC	B-LOC
am	O	O
Westfuass	O	O
vom	O	O
Hesselbeag	B-LOC	B-LOC
,	O	O
wo	O	O
da	O	O
greasste	O	O
Nebnfluss	O	O
am	O	O
oban	O	O
