# newdoc id = bar_wiki_Automat
# sent_id = bar_wiki_Automat-1
# text = Automat
Automat	O	O

# sent_id = bar_wiki_Automat-2
# text = A Schbuiautomat is a mechanischs oda elektronischs Gerät , des noch Münzeinwurf oan Schbuivalauf bietet , da duach Zuafoi und / oda Betätigunga des Mitschbuiers oda da Mitschbuia bestimmt werd .
A	O	O
Schbuiautomat	O	O
is	O	O
a	O	O
mechanischs	O	O
oda	O	O
elektronischs	O	O
Gerät	O	O
,	O	O
des	O	O
noch	O	O
Münzeinwurf	O	O
oan	O	O
Schbuivalauf	O	O
bietet	O	O
,	O	O
da	O	O
duach	O	O
Zuafoi	O	O
und	O	O
/	O	O
oda	O	O
Betätigunga	O	O
des	O	O
Mitschbuiers	O	O
oda	O	O
da	O	O
Mitschbuia	O	O
bestimmt	O	O
werd	O	O
.	O	O

# sent_id = bar_wiki_Automat-3
# text = Begriffsbedeitung
Begriffsbedeitung	O	O

# sent_id = bar_wiki_Automat-4
# text = Mid am Begriff Schbuiautomadn wern in Deitschland meist Gejdschbuigräte im Sinne des § 33c da Gewerbeoadnung ( GewO ) bezeichnet , wia sie in Gaststätdn und Schbuihoin aufgestäit wern dürfa .
Mid	O	O
am	O	O
Begriff	O	O
Schbuiautomadn	O	O
wern	O	O
in	O	O
Deitschland	B-LOC	B-LOC
meist	O	O
Gejdschbuigräte	O	O
im	O	O
Sinne	O	O
des	O	O
§	O	O
33c	O	O
da	O	O
Gewerbeoadnung	B-WOA	B-WOA
(	O	O
GewO	B-WOA	O
)	O	O
bezeichnet	O	O
,	O	O
wia	O	O
sie	O	O
in	O	O
Gaststätdn	O	O
und	O	O
Schbuihoin	O	O
aufgestäit	O	O
wern	O	O
dürfa	O	O
.	O	O

# sent_id = bar_wiki_Automat-5
# text = Oierdings werd de Begriffsbedeitung teilweise aa weida gefossd :
Oierdings	O	O
werd	O	O
de	O	O
Begriffsbedeitung	O	O
teilweise	O	O
aa	O	O
weida	O	O
gefossd	O	O
:	O	O

# sent_id = bar_wiki_Automat-6
# text = Einarmige Bandidn , wia sie mid deitlich hechnrn Einsatzmöglichkeitn und Gewinnchancn in Schbuicasinos betriebn wern .
Einarmige	O	O
Bandidn	O	O
,	O	O
wia	O	O
sie	O	O
mid	O	O
deitlich	O	O
hechnrn	O	O
Einsatzmöglichkeitn	O	O
und	O	O
Gewinnchancn	O	O
in	O	O
Schbuicasinos	O	O
betriebn	O	O
wern	O	O
.	O	O

# sent_id = bar_wiki_Automat-7
# text = Unterhoidungsautomadn ohne Gejdgewinnmöglichkeit wia
Unterhoidungsautomadn	O	O
ohne	O	O
Gejdgewinnmöglichkeit	O	O
wia	O	O

# sent_id = bar_wiki_Automat-8
# text = Flipperautomadn ,
Flipperautomadn	O	O
,	O	O

# sent_id = bar_wiki_Automat-9
# text = Arcade-Automadn
Arcade-Automadn	O	O

# sent_id = bar_wiki_Automat-10
# text = mechanische Automadn
mechanische	O	O
Automadn	O	O

# sent_id = bar_wiki_Automat-11
# text = A Kombination vo Vakaufsautomad und Glücksschbui san Schbuizeigautomadn .
A	O	O
Kombination	O	O
vo	O	O
Vakaufsautomad	O	O
und	O	O
Glücksschbui	O	O
san	O	O
Schbuizeigautomadn	O	O
.	O	O

# sent_id = bar_wiki_Automat-12
# text = Motiv zum Schbuin san Unterhoidung und Hoffnung auf oan Gewinn .
Motiv	O	O
zum	O	O
Schbuin	O	O
san	O	O
Unterhoidung	O	O
und	O	O
Hoffnung	O	O
auf	O	O
oan	O	O
Gewinn	O	O
.	O	O

# sent_id = bar_wiki_Automat-13
# text = Kommerzielle Nutznießa des Automadn san in da Regl da Betreiba sowia da Stoot , da ? sofern 's si um legoi aufgestäite Geräte handelt ? oan ned unbeträchtlichn Teil des Gewinns ois Vagnügungs- und Umsatzsdeia eahält .
Kommerzielle	O	O
Nutznießa	O	O
des	O	O
Automadn	O	O
san	O	O
in	O	O
da	O	O
Regl	O	O
da	O	O
Betreiba	O	O
sowia	O	O
da	O	O
Stoot	O	O
,	O	O
da	O	O
?	O	O
sofern	O	O
's	O	O
si	O	O
um	O	O
legoi	O	O
aufgestäite	O	O
Geräte	O	O
handelt	O	O
?	O	O
oan	O	O
ned	O	O
unbeträchtlichn	O	O
Teil	O	O
des	O	O
Gewinns	O	O
ois	O	O
Vagnügungs-	O	O
und	O	O
Umsatzsdeia	O	O
eahält	O	O
.	O	O

# sent_id = bar_wiki_Automat-14
# text = In Schbuibankn werd des Automadenschbui zua Obgrenzung vo den Glücksschbuin Roulette und Blog Jog oft ois gloas Schbui bezeichnet .
In	O	O
Schbuibankn	O	O
werd	O	O
des	O	O
Automadenschbui	O	O
zua	O	O
Obgrenzung	O	O
vo	O	O
den	O	O
Glücksschbuin	O	O
Roulette	O	O
und	O	O
Blog	O	O
Jog	O	O
oft	O	O
ois	O	O
gloas	O	O
Schbui	O	O
bezeichnet	O	O
.	O	O

# sent_id = bar_wiki_Automat-15
# text = Gsetzliche Regelung in Deitschland
Gsetzliche	O	O
Regelung	O	O
in	O	O
Deitschland	B-LOC	B-LOC

# sent_id = bar_wiki_Automat-16
# text = Zum Vabraaerschuadz und zua Eindämmung des pathologischn Schbuis ( Schbuiobhängigkeit oda Schbuisucht ) unterliagn Gejdschbuigräte und dern Aufstäiung umfangreichn gsetzlichn Voaschrifdn , de in da Gewerbeoadnung , da Schbuivaoadnung sowia in Ländergesetzn geregelt san .
Zum	O	O
Vabraaerschuadz	O	O
und	O	O
zua	O	O
Eindämmung	O	O
des	O	O
pathologischn	O	O
Schbuis	O	O
(	O	O
Schbuiobhängigkeit	O	O
oda	O	O
Schbuisucht	O	O
)	O	O
unterliagn	O	O
Gejdschbuigräte	O	O
und	O	O
dern	O	O
Aufstäiung	O	O
umfangreichn	O	O
gsetzlichn	O	O
Voaschrifdn	O	O
,	O	O
de	O	O
in	O	O
da	O	O
Gewerbeoadnung	B-WOA	B-WOA
,	O	O
da	O	O
Schbuivaoadnung	B-WOA	B-WOA
sowia	O	O
in	O	O
Ländergesetzn	O	O
geregelt	O	O
san	O	O
.	O	O

# sent_id = bar_wiki_Automat-17
# text = De aktuelle Fassung da Schbuivaoadnung is am 13. Dezemba 2014 in Kroft getredn .
De	O	O
aktuelle	O	O
Fassung	O	O
da	O	O
Schbuivaoadnung	B-WOA	B-WOA
is	O	O
am	O	O
13.	O	O
Dezemba	O	O
2014	O	O
in	O	O
Kroft	O	O
getredn	O	O
.	O	O

# sent_id = bar_wiki_Automat-18
# text = Mid dea Novelle wurdn a baar Details oana umfassendn Refoam duach de Sechste Novelle koarigiad , de oan Monod zuavoa in Kroft getredn war .
Mid	O	O
dea	O	O
Novelle	O	O
wurdn	O	O
a	O	O
baar	O	O
Details	O	O
oana	O	O
umfassendn	O	O
Refoam	O	O
duach	O	O
de	O	O
Sechste	O	O
Novelle	O	O
koarigiad	O	O
,	O	O
de	O	O
oan	O	O
Monod	O	O
zuavoa	O	O
in	O	O
Kroft	O	O
getredn	O	O
war	O	O
.	O	O

# sent_id = bar_wiki_Automat-19
# text = Mid da Sechsdn Novelliarung soi da Jugend- und Schbuierschuadz bei Gejdschbuigrädn insbesondere duach a Begrenzung da Schbuianreize und Valustmöglichkeitn vabessert wern .
Mid	O	O
da	O	O
Sechsdn	O	O
Novelliarung	O	O
soi	O	O
da	O	O
Jugend-	O	O
und	O	O
Schbuierschuadz	O	O
bei	O	O
Gejdschbuigrädn	O	O
insbesondere	O	O
duach	O	O
a	O	O
Begrenzung	O	O
da	O	O
Schbuianreize	O	O
und	O	O
Valustmöglichkeitn	O	O
vabessert	O	O
wern	O	O
.	O	O

# sent_id = bar_wiki_Automat-20
# text = De entsprechend vaschärfdn Ofoaderunga geldn jedoch in wesentlichn Teiln grod fia nei zuagelassene Schbuiautomadn oda dredn east noch oana Übagangsfrist in Kroft .
De	O	O
entsprechend	O	O
vaschärfdn	O	O
Ofoaderunga	O	O
geldn	O	O
jedoch	O	O
in	O	O
wesentlichn	O	O
Teiln	O	O
grod	O	O
fia	O	O
nei	O	O
zuagelassene	O	O
Schbuiautomadn	O	O
oda	O	O
dredn	O	O
east	O	O
noch	O	O
oana	O	O
Übagangsfrist	O	O
in	O	O
Kroft	O	O
.	O	O

# sent_id = bar_wiki_Automat-21
# text = Insgesamt eagem si damit im Wesentlichn de foigendn Bestimmunga :
Insgesamt	O	O
eagem	O	O
si	O	O
damit	O	O
im	O	O
Wesentlichn	O	O
de	O	O
foigendn	O	O
Bestimmunga	O	O
:	O	O

# sent_id = bar_wiki_Automat-22
# text = A Aufstäiung vo Gejdschbuigrädn is grod in Gaststätdn und Schbuihoin ealaubt , wobei de Maximalanzoi 3 ( 2 ob 10. Novemba 2019 ) bzw. 12 pro Aufstäioat beträgt .
A	O	O
Aufstäiung	O	O
vo	O	O
Gejdschbuigrädn	O	O
is	O	O
grod	O	O
in	O	O
Gaststätdn	O	O
und	O	O
Schbuihoin	O	O
ealaubt	O	O
,	O	O
wobei	O	O
de	O	O
Maximalanzoi	O	O
3	O	O
(	O	O
2	O	O
ob	O	O
10.	O	O
Novemba	O	O
2019	O	O
)	O	O
bzw.	O	O
12	O	O
pro	O	O
Aufstäioat	O	O
beträgt	O	O
.	O	O

# sent_id = bar_wiki_Automat-23
# text = Da Aufstäiungsoat bedarf oana Geeignetheitsbestätigung .
Da	O	O
Aufstäiungsoat	O	O
bedarf	O	O
oana	O	O
Geeignetheitsbestätigung	O	O
.	O	O

# sent_id = bar_wiki_Automat-24
# text = In Schbuihoin is a Oikoholausschank ned ealaubt .
In	O	O
Schbuihoin	O	O
is	O	O
a	O	O
Oikoholausschank	O	O
ned	O	O
ealaubt	O	O
.	O	O

# sent_id = bar_wiki_Automat-25
# text = Jugendlichn unta 18 Joarn is a Schbuin an Automadn untersogt ( fia Schbuihoin bestäd darüba hiaus gemäß Jugendschuadzgesetz a Zuatrittsvobot ) .
Jugendlichn	O	O
unta	O	O
18	O	O
Joarn	O	O
is	O	O
a	O	O
Schbuin	O	O
an	O	O
Automadn	O	O
