# newdoc id = bar_tweet_352040037770203137
# sent_id = bar_tweet_352040037770203137-1
# text = _______ ______ ____ ______ __ _ _ ______ __________ _ __ _________ _____________ _ ____ ___ ___ _____ __ ________ _ _ ___ ______________________
_______	O	O	O
______	O	O	O
____	O	O	O
______	O	O	O
__	O	O	O
_	O	O	O
_	O	O	O
______	O	O	O
__________	O	O	O
_	O	O	O
__	O	O	O
_________	O	O	O
_____________	O	O	O
_	O	O	O
____	O	O	O
___	O	O	O
___	O	O	O
_____	O	O	O
__	O	O	O
________	O	O	O
_	O	O	O
_	O	O	O
___	O	O	O
______________________	O	O	O

# newdoc id = bar_tweet_1596210756889952256
# sent_id = bar_tweet_1596210756889952256-1
# text = ____ _____ ____ _ ___ _____ _
____	O	O	O
_____	O	O	O
____	O	O	O
_	O	O	O
___	O	O	O
_____	O	O	O
_	O	O	O

# sent_id = bar_tweet_1596210756889952256-2
# text = ____________ ___ _______________________
____________	O	O	O
___	O	O	O
_______________________	O	O	O

# newdoc id = bar_tweet_1566500478678188032
# sent_id = bar_tweet_1566500478678188032-1
# text = ____________ ___ _ ______ __ ___ __ ______ ____ _
____________	O	O	O
___	O	O	O
_	O	O	O
______	O	O	O
__	O	O	O
___	O	O	O
__	O	O	O
______	O	O	O
____	O	O	O
_	O	O	O

# sent_id = bar_tweet_1566500478678188032-2
# text = ___ _ ____ ___ ______ ___ ____ ___ ______ ____ ___ ___ __________ _ ___________ _ _
___	O	O	O
_	O	O	O
____	O	O	O
___	O	O	O
______	O	O	O
___	O	O	O
____	O	O	O
___	O	O	O
______	O	O	O
____	O	O	O
___	O	O	O
___	O	O	O
__________	O	O	O
_	O	O	O
___________	O	O	O
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1623243103699144706
# sent_id = bar_tweet_1623243103699144706-1
# text = _____________ ________ _______ ____ _____ ____ _ _
_____________	O	O	O
__	O	O	O
______	O	O	B-PER
_______	O	O	O
____	O	O	O
_____	O	O	O
____	O	O	O
_	O	O	O
_	O	O	O

