# newdoc id = bar_tweet_1613638941152010240
# sent_id = bar_tweet_1613638941152010240-1
# text = __ __ ___ ____ ____________ __ ______ _ ___ ______ _ ___ ___ __ _________ ____ ____ __ _______ _____ _ _
__	O	O	O
__	O	O	O
___	O	O	O
____	O	O	O
____________	O	O	B-EVENT
__	O	O	O
______	B-LOC	B-LOCderiv	B-LOC
_	O	O	O
___	O	O	O
______	O	O	O
_	O	O	O
___	O	O	O
___	O	O	O
__	O	O	O
_________	O	O	O
____	O	O	O
____	O	O	O
__	O	O	O
_______	O	O	O
_____	O	O	O
_	O	O	O
_	O	O	O

# sent_id = bar_tweet_1613638941152010240-2
# text = _________
_________	O	O	O

# newdoc id = bar_tweet_1653051821613514753
# sent_id = bar_tweet_1653051821613514753-1
# text = _____ __ ________ __
_____	O	O	O
__	O	O	O
________	O	O	O
__	O	O	O

# newdoc id = bar_tweet_659785430905286656
# sent_id = bar_tweet_659785430905286656-1
# text = ______________ ___ ____ _________
______________	O	O	O
___	O	O	O
____	O	O	O
_________	O	O	O

# newdoc id = bar_tweet_1314917983869861888
# sent_id = bar_tweet_1314917983869861888-1
# text = __ _____ ___ ____ ___ ___ ______ ___ ______ ______ __________ _
__	O	O	O
_____	O	O	O
___	O	O	O
____	O	O	O
___	O	O	O
___	O	O	O
______	O	O	O
___	O	O	O
______	O	O	O
______	O	O	O
__________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1314917983869861888-2
# text = _________ _
_________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1314917983869861888-3
# text = _________ __________ _
_________	O	O	O
__________	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1501472659334471680
# sent_id = bar_tweet_1501472659334471680-1
# text = ________________ _____ __ ___ _____ ________________ _ ___ ______ ____ _
________________	O	O	O
_____	O	O	O
__	O	O	O
___	O	O	O
_____	O	O	O
________________	O	O	O
_	O	O	O
___	O	O	O
______	O	O	O
____	B-PER	B-PER	B-PER
_	O	O	O

# sent_id = bar_tweet_1501472659334471680-2
