# newdoc id = bar_wiki_Google
# sent_id = bar_wiki_Google-1
# text = Google
Google	B-ORG	B-ORG

# sent_id = bar_wiki_Google-2
# text = Google bzw. Google Inc. is a Firma mid Haptsitz in Mountain View ( Santa Clara County , Kalifornien , USA ) , des wo bsundas duach de gleichnomige Suachmaschin „ Google “ bekonnt worn is .
Google	B-ORG	B-ORG
bzw.	O	O
Google	B-ORG	B-ORG
Inc.	I-ORG	I-ORG
is	O	O
a	O	O
Firma	O	O
mid	O	O
Haptsitz	O	O
in	O	O
Mountain	B-LOC	B-LOC
View	I-LOC	I-LOC
(	O	O
Santa	B-LOC	B-LOC
Clara	I-LOC	I-LOC
County	I-LOC	I-LOC
,	O	O
Kalifornien	B-LOC	B-LOC
,	O	O
USA	B-LOC	B-LOC
)	O	O
,	O	O
des	O	O
wo	O	O
bsundas	O	O
duach	O	O
de	O	O
gleichnomige	O	O
Suachmaschin	O	O
„	O	O
Google	B-ORG	B-LOC
“	O	O
bekonnt	O	O
worn	O	O
is	O	O
.	O	O

# sent_id = bar_wiki_Google-3
# text = De Firma is am 7. Septemba 1998 vom Larry Page und vom Sergey Brin grindt worn .
De	O	O
Firma	O	O
is	O	O
am	O	O
7.	O	O
Septemba	O	O
1998	O	O
vom	O	O
Larry	B-PER	B-PER
Page	I-PER	I-PER
und	O	O
vom	O	O
Sergey	B-PER	B-PER
Brin	I-PER	I-PER
grindt	O	O
worn	O	O
.	O	O

# sent_id = bar_wiki_Google-4
# text = No am sejm Dog homs de easchte Testversion vo dem Programm afn Moakt brocht und no im sejm Joa is de Suachmaschin offiziej ans Netz ganga .
No	O	O
am	O	O
sejm	O	O
Dog	O	O
homs	O	O
de	O	O
easchte	O	O
Testversion	O	O
vo	O	O
dem	O	O
Programm	O	O
afn	O	O
Moakt	O	O
brocht	O	O
und	O	O
no	O	O
im	O	O
sejm	O	O
Joa	O	O
is	O	O
de	O	O
Suachmaschin	O	O
offiziej	O	O
ans	O	O
Netz	O	O
ganga	O	O
.	O	O

# sent_id = bar_wiki_Google-5
# text = De Firma bschreibt s Haptzui wia foigt :
De	O	O
Firma	O	O
bschreibt	O	O
s	O	O
Haptzui	O	O
wia	O	O
foigt	O	O
:	O	O

# sent_id = bar_wiki_Google-6
# text = De Firma hod Ende 2010 24.400 Mitorwata bschäftigt .
De	O	O
Firma	O	O
hod	O	O
Ende	O	O
2010	O	O
24.400	O	O
Mitorwata	O	O
bschäftigt	O	O
.	O	O

# sent_id = bar_wiki_Google-7
# text = Google hod an moaktbeheaschndn Otei ( 80 % ) vo oin Suachofrong im Internetz ( Stond : 2010 ) .
Google	B-ORG	B-ORG
hod	O	O
an	O	O
moaktbeheaschndn	O	O
Otei	O	O
(	O	O
80	O	O
%	O	O
)	O	O
vo	O	O
oin	O	O
Suachofrong	O	O
im	O	O
Internetz	O	O
(	O	O
Stond	O	O
:	O	O
2010	O	O
)	O	O
.	O	O

# sent_id = bar_wiki_Google-8
# text = Noch da Moaktfoaschungsgruppm Millward Brown is Google mid am Weat vo rund 111.5 Milliardn US-Dollar ( uma 78 Milliardn Euro ) noch Apple de zwoatejdaste Markn vo da Wejd ( Stond : 2011 ) .
Noch	O	O
da	O	O
Moaktfoaschungsgruppm	O	O
Millward	B-ORG	B-ORG
Brown	I-ORG	I-ORG
is	O	O
Google	B-ORG	B-ORG
mid	O	O
am	O	O
Weat	O	O
vo	O	O
rund	O	O
111.5	O	O
Milliardn	O	O
US-Dollar	B-ORGpart	B-LOCpart
(	O	O
uma	O	O
78	O	O
Milliardn	O	O
Euro	O	O
)	O	O
noch	O	O
Apple	B-ORG	B-ORG
de	O	O
zwoatejdaste	O	O
Markn	O	O
vo	O	O
da	O	O
Wejd	O	O
(	O	O
Stond	O	O
:	O	O
2011	O	O
)	O	O
.	O	O

# sent_id = bar_wiki_Google-9
