# newdoc id = bar_tweet_1511593405364809728
# sent_id = bar_tweet_1511593405364809728-1
# text = ________________ _____ __ ___ _____ ________________ _ ___ ______ ____ _
________________	O	O	O
_____	O	O	O
__	O	O	O
___	O	O	O
_____	O	O	O
________________	O	O	O
_	O	O	O
___	O	O	O
______	O	O	O
____	B-PER	B-PER	B-PER
_	O	O	O

# sent_id = bar_tweet_1511593405364809728-2
# text = ___ __ _____ ________ ___ __ _____ _________ __________ ____________ _
___	O	O	O
__	O	O	O
_____	O	O	O
________	O	O	O
___	O	O	O
__	O	O	O
_____	O	O	O
_________	O	O	O
__________	O	O	O
____________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1511593405364809728-3
# text = ___ ___ ___ __ _____ ______ _____ ____ ___ _ __ ____ __ _ _ _ _ _ __ _
___	O	O	O
___	O	O	O
___	O	O	O
__	O	O	O
_____	O	O	O
______	O	O	O
_____	O	O	O
____	O	O	O
___	O	O	O
_	O	O	O
__	O	O	O
____	B-PER	B-PER	B-PER
__	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
_	O	O	O
__	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1208104159603560450
# sent_id = bar_tweet_1208104159603560450-1
# text = ________________ ____ _____ _
________________	O	O	O
____	O	O	O
_____	O	O	O
_	O	O	O

# sent_id = bar_tweet_1208104159603560450-2
# text = ___ ____ ___ ______ _
___	O	O	O
____	O	O	O
___	O	O	O
______	O	O	O
_	O	O	O

# sent_id = bar_tweet_1208104159603560450-3
# text = ___ ____ ________ _
___	O	O	O
____	O	O	O
________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1208104159603560450-4
# text = ____ ____ ________ ___ ___ ___ __ ___ ___ ______ _______ _
____	O	O	O
____	O	O	O
________	O	O	O
___	O	O	O
___	O	O	O
___	O	O	O
__	O	O	O
___	O	O	O
___	O	O	O
______	O	O	O
_______	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1538568608334368770
# sent_id = bar_tweet_1538568608334368770-1
