# newdoc id = bar_tweet_1502162576083275776
# sent_id = bar_tweet_1502162576083275776-1
# text = _______________ _______ _
_______________	O	O	O
_______	O	O	O
_	O	O	O

# sent_id = bar_tweet_1502162576083275776-2
# text = _____ ___ _ __
_____	O	O	O
___	O	O	O
_	O	O	O
__	O	O	O

# sent_id = bar_tweet_1502162576083275776-3
# text = _____ _____ ___ _____ _ _ _
_____	O	O	O
_____	O	O	O
___	O	O	O
_____	B-PER	B-PER	B-PER
_	O	O	O
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1655694233997570050
# sent_id = bar_tweet_1655694233997570050-1
# text = __________ _
__________	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1160966082972278784
# sent_id = bar_tweet_1160966082972278784-1
# text = _________ __ ___ ____ ____ ___ _
_________	O	O	O
__	O	O	O
___	O	O	O
____	O	O	O
____	O	O	O
___	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1650435804378935298
# sent_id = bar_tweet_1650435804378935298-1
# text = ______ __ _ ______ _________ ___ _____ ________ _ ___ _____ ______ ___ _ ______________ __ _____ ___________ _ ___ _______ __ __ _________ ___
______	O	O	O
__	O	O	O
_	O	O	O
______	O	B-MISC	B-ORG
_________	O	O	O
___	O	O	O
_____	O	O	O
________	O	O	O
_	O	O	O
___	O	O	O
_____	B-WOA	B-MISC	B-WOA
______	O	O	O
___	O	O	O
_	O	O	O
______________	O	O	O
__	O	O	O
_____	O	O	O
___________	O	O	O
_	O	O	O
___	O	O	O
_______	O	O	O
__	O	O	O
__	O	O	O
_________	O	O	O
___	O	O	O

# newdoc id = bar_tweet_1077626909683535872
# sent_id = bar_tweet_1077626909683535872-1
# text = __ ___________ _ ____________ ____ _______ ____ ________ ____________ _ _ __ _ _________ _ ____ ___ ____ _
__	O	O	O
___________	O	O	O
_	O	O	O
____________	O	B-EVENT	O
____	O	O	O
_______	O	O	O
____	O	O	O
________	O	O	O
____________	O	O	O
_	O	O	O
_	O	O	O
__	O	O	O
_	O	O	O
_________	O	O	O
_	O	O	O
