# newdoc id = bar_tweet_1159355248785416192
# sent_id = bar_tweet_1159355248785416192-1
# text = ______________ _____ __ _____ ___ _____ ___ ___ _____ ___ ____ ___ _____ ___ _____ _ _______________________
______________	B-EVENT	B-EVENT
_____	O	O
__	O	O
_____	O	O
___	O	O
_____	O	O
___	O	O
___	O	O
_____	O	O
___	O	O
____	O	O
___	O	O
_____	O	O
___	O	O
_____	O	O
_	O	O
_______________________	O	O

# newdoc id = bar_tweet_1473374851054419977
# sent_id = bar_tweet_1473374851054419977-1
# text = ______________ _ ___ _____ _ ___ __ ____ _ _ _ _____ _ _ ____ ______ _ _ _____ ___ ____ ____ _ ___ _____________ ___ _ _____ ________ ______ ____ _ _
______________	O	O
_	O	O
___	O	O
_____	O	O
_	O	O
___	O	O
__	O	O
____	O	O
_	O	O
_	O	O
_	O	O
_____	O	O
_	O	O
_	O	O
____	O	O
______	O	O
_	O	O
_	O	O
_____	O	O
___	O	O
____	O	O
____	O	O
_	O	O
___	O	O
_____________	O	O
___	O	O
_	O	O
_____	O	O
________	O	O
______	O	O
____	O	O
_	O	O
_	O	O

# sent_id = bar_tweet_1473374851054419977-2
# text = _ _____ ___ _____ ____ ___ ___ ____ ___ _____ _
_	O	O
_____	O	O
___	O	O
_____	O	O
____	O	O
___	O	O
___	O	O
____	O	O
___	O	O
_____	O	O
_	O	O

# sent_id = bar_tweet_1473374851054419977-3
# text = _ ______ ___
_	O	O
______	O	O
___	O	O
_	O	O
______	O	O
____	O	O
_	O	O

# newdoc id = bar_tweet_1565976315513151492
# sent_id = bar_tweet_1565976315513151492-1
# text = __________ ________ _ ____ _____ ______ _____ __ _ __________ _ _
__________	O	O
________	O	O
_	O	O
____	O	O
_____	O	O
______	O	O
_____	O	O
__	O	O
_	O	O
__________	B-LOC	B-LOC
_	O	O
_	O	O

# newdoc id = bar_tweet_643364094029004801
# sent_id = bar_tweet_643364094029004801-1
# text = __ ___ _____ _
__	O	O
___	O	O
_____	O	O
_	O	O

# sent_id = bar_tweet_643364094029004801-2
# text = ________ ________ _
________	B-LOCderiv	B-LOC
________	B-WOA	O
_	O	O

