# newdoc id = bar_tweet_1605176258652143616
# sent_id = bar_tweet_1605176258652143616-1
# text = _____________ _____ ___ _
_____________	O	O	O
_____	O	O	O
___	O	O	O
_	O	O	O

# sent_id = bar_tweet_1605176258652143616-2
# text = _____ _____ ___ _____ _ __ _
_____	O	O	O
_____	O	O	O
___	O	O	O
_____	B-PER	B-PER	B-PER
_	O	O	O
__	O	O	O
_	O	O	O

# newdoc id = bar_tweet_790767196679114752
# sent_id = bar_tweet_790767196679114752-1
# text = ___ ____ ___ _ ___ _ ___ __ ____ ____ __________ ____
___	O	O	O
____	O	O	O
___	O	O	O
_	O	O	O
___	O	O	O
_	O	O	O
___	O	O	O
__	O	O	O
____	O	O	O
____	O	O	O
__________	O	O	O
____	O	O	O

# sent_id = bar_tweet_790767196679114752-2
# text = _ ____ ____ ____ ____ _ ___________________ ___ ___________ _______________ _
_	O	O	O
____	O	O	O
____	O	O	O
____	O	O	O
____	O	O	O
_	O	O	O
___________________	O	O	O
___	O	O	O
___________	O	O	O
_______________	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1654545032794238976
# sent_id = bar_tweet_1654545032794238976-1
# text = ________ ____ ____ _ _____ _
________	O	O	O
____	O	O	O
____	O	O	O
_	O	O	O
_____	O	O	O
_	O	O	O

# newdoc id = bar_tweet_334294186608164865
# sent_id = bar_tweet_334294186608164865-1
# text = ______ ___ __ _____________ ___ _____ ____ ____ _
______	O	O	O
___	O	O	O
__	O	O	O
_____________	O	B-EVENTpart	O
___	O	O	O
_____	O	O	O
____	O	O	O
____	O	O	O
_	O	O	O

# sent_id = bar_tweet_334294186608164865-2
# text = ___ ______ ____ ______ __ __ ____ _______ ___ ___ _____ ___ ______________________
___	O	O	O
______	O	O	O
____	O	O	O
______	O	O	O
__	O	O	O
__	O	O	O
____	O	O	O
_______	O	O	O
___	O	O	O
___	O	O	O
_____	O	O	O
___	O	O	O
______________________	O	O	O

# newdoc id = bar_tweet_600347018997825536
# sent_id = bar_tweet_600347018997825536-1
