# newdoc id = bar_tweet_896952576566063105
# sent_id = bar_tweet_896952576566063105-1
# text = ___ _____ ____________ _
___	O	O	O
_____	O	O	O
____________	B-LOC	B-LOC	B-LOC
_	O	O	O

# sent_id = bar_tweet_896952576566063105-2
# text = _____ ______ ________ _
_____	O	O	O
______	O	O	O
________	O	O	O
_	O	O	O

# sent_id = bar_tweet_896952576566063105-3
# text = ___ _____ __________ __ ___ _________ ____ _ __________ _______ _
___	O	O	O
_____	O	O	O
__________	O	O	O
__	O	O	O
___	O	O	O
_________	B-EVENT	B-EVENT	O
____	O	O	O
_	O	O	O
__________	O	O	O
_______	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1563823146876141569
# sent_id = bar_tweet_1563823146876141569-1
# text = _____________ ____________ _
_____________	O	O	O
____________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1563823146876141569-2
# text = ____ ___ ___ _____ ___ _ ____ ____ ___ ___________ __ _____ _
____	O	O	O
___	O	O	O
___	O	O	O
_____	B-ORG	B-LOC	B-ORG
___	O	O	O
_	O	O	O
____	O	O	O
____	O	O	O
___	O	O	O
___________	O	O	O
__	O	O	O
_____	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1354286962019078144
# sent_id = bar_tweet_1354286962019078144-1
# text = ____________ __________ _______ ________ ___________ __ _______ _____ _____ _________ __ __ __ __ __ __
____________	O	O	O
__________	O	O	O
_______	O	O	O
________	O	O	O
___________	O	O	O
__	O	O	O
_______	O	O	O
_____	O	O	O
_____	O	O	O
_________	O	O	O
__	O	O	O
__	O	O	O
__	O	O	O
__	O	O	O
__	O	O	O
__	O	O	O

# newdoc id = bar_tweet_1243549359117131781
# sent_id = bar_tweet_1243549359117131781-1
# text = _______ ___ ___ __________ __ _____ ____ ____ ___ ________ _
_______	O	O	O
___	O	O	O
___	O	O	O
__________	O	O	O
__	O	O	O
_____	O	O	O
____	O	O	O
____	O	O	O
___	O	O	O
________	O	O	O
_	O	O	O

# sent_id = bar_tweet_1243549359117131781-2
