# newdoc id = bar_tweet_1448178054212329474
# sent_id = bar_tweet_1448178054212329474-1
# text = _______________________ __ _____ _ _______ ______ ________ _
_______________________	O	O	O
__	O	O	O
_____	O	O	O
_	O	O	O
_______	O	O	O
______	O	O	O
________	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1608428148257091584
# sent_id = bar_tweet_1608428148257091584-1
# text = ____________ ___ ______ ___ __ ______ _________ _ _______________________
____________	O	O	O
___	O	O	O
______	O	O	O
___	O	O	O
__	O	O	O
______	O	O	O
_________	O	O	O
_	O	O	O
_______________________	O	O	O

# newdoc id = bar_tweet_1537148394271023104
# sent_id = bar_tweet_1537148394271023104-1
# text = ________ _ ___ _
________	O	O	O
_	O	O	O
___	O	O	O
_	O	O	O

# sent_id = bar_tweet_1537148394271023104-2
# text = _____ ___ __ ___ _________ _
_____	O	O	O
___	O	O	O
__	O	O	O
___	O	O	O
_________	B-LOC	B-LOC	B-LOC
_	O	O	O

# sent_id = bar_tweet_1537148394271023104-3
# text = ___ _____ _ _
___	O	O	O
_____	O	O	O
_	O	O	O
_	O	O	O

# sent_id = bar_tweet_1537148394271023104-4
# text = _ _ ___ ___ ___ ___ __ ____ ___ ____ _ _
_	O	O	O
_	O	O	O
___	O	O	O
___	O	O	O
___	O	O	O
___	O	O	O
__	O	O	O
____	O	O	O
___	O	O	O
____	O	O	O
_	O	O	O
_	O	O	O

# sent_id = bar_tweet_1537148394271023104-5
# text = __ ______ _____ _____ _ __ ______ ___ _____ _
__	O	O	O
______	O	O	O
_____	O	O	O
_____	O	O	O
_	O	O	O
__	O	O	O
______	O	O	O
___	O	O	O
_____	O	O	O
_	O	O	O

# sent_id = bar_tweet_1537148394271023104-6
# text = ___ ___ _____ ______ ___ _____ __________ ______ ______ _
___	O	O	O
___	O	O	O
_____	O	O	O
______	O	O	O
___	O	O	O
_____	O	O	O
__________	O	O	O
______	O	O	O
______	O	O	O
_	O	O	O

# sent_id = bar_tweet_1537148394271023104-7
