# newdoc id = bar_wiki_Busbahnhof
# sent_id = bar_wiki_Busbahnhof-1
# text = Busbahnhof
Busbahnhof	O	O

# sent_id = bar_wiki_Busbahnhof-2
# text = ABusbahnhof ( kurz Busbhf , Busbf oda Bbf ) aa Omnibusbahhof ( Obf ) , Bushof oda Busterminal , is a greaßare Hoitesteinanlog , de ois - meist zentroia - Vaknüpfungspunkt vo vaschiedane Buslinien deant .
ABusbahnhof	O	O
(	O	O
kurz	O	O
Busbhf	O	O
,	O	O
Busbf	O	O
oda	O	O
Bbf	O	O
)	O	O
aa	O	O
Omnibusbahhof	O	O
(	O	O
Obf	O	O
)	O	O
,	O	O
Bushof	O	O
oda	O	O
Busterminal	O	O
,	O	O
is	O	O
a	O	O
greaßare	O	O
Hoitesteinanlog	O	O
,	O	O
de	O	O
ois	O	O
-	O	O
meist	O	O
zentroia	O	O
-	O	O
Vaknüpfungspunkt	O	O
vo	O	O
vaschiedane	O	O
Buslinien	O	O
deant	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-3
# text = Dobei handlt's se um a Vakeahrsflächn mit Straßnoschluss , de vo Omnibus bfahrn werd .
Dobei	O	O
handlt's	O	O
se	O	O
um	O	O
a	O	O
Vakeahrsflächn	O	O
mit	O	O
Straßnoschluss	O	O
,	O	O
de	O	O
vo	O	O
Omnibus	O	O
bfahrn	O	O
werd	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-4
# text = Zum Ei- und Aussteing vo Fahrgäst wern Bussteig ( analog de Bahnsteig in am Bahnhof ) oglegt , an dene Bus hoitn .
Zum	O	O
Ei-	O	O
und	O	O
Aussteing	O	O
vo	O	O
Fahrgäst	O	O
wern	O	O
Bussteig	O	O
(	O	O
analog	O	O
de	O	O
Bahnsteig	O	O
in	O	O
am	O	O
Bahnhof	O	O
)	O	O
oglegt	O	O
,	O	O
an	O	O
dene	O	O
Bus	O	O
hoitn	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-5
# text = Zua Vanetzung mit Eisnbahn oda Stodbahn wern bei Nei- oda Umbautn vo Busbahnheaf manchmoi Kombibahnsteig oglegt .
Zua	O	O
Vanetzung	O	O
mit	O	O
Eisnbahn	O	O
oda	O	O
Stodbahn	O	O
wern	O	O
bei	O	O
Nei-	O	O
oda	O	O
Umbautn	O	O
vo	O	O
Busbahnheaf	O	O
manchmoi	O	O
Kombibahnsteig	O	O
oglegt	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-6
# text = In Deitschland werd oft de Kurzbezeichnung ZOB ( Zentroia Omnibus-Bahnhof ) vawendt , wobei oitanativ aa de Kurzbezeichnung ZUM fia Zentroie Umsteigehoitestelln , ZUP fia Zentroia Umsteige-Punkt oda ZOH fia Zentroia Omnibus-Hoitestej vawandt wern .
In	O	O
Deitschland	B-LOC	B-LOC
werd	O	O
oft	O	O
de	O	O
Kurzbezeichnung	O	O
ZOB	O	O
(	O	O
Zentroia	O	O
Omnibus-Bahnhof	O	O
)	O	O
vawendt	O	O
,	O	O
wobei	O	O
oitanativ	O	O
aa	O	O
de	O	O
Kurzbezeichnung	O	O
ZUM	O	O
fia	O	O
Zentroie	O	O
Umsteigehoitestelln	O	O
,	O	O
ZUP	O	O
fia	O	O
Zentroia	O	O
Umsteige-Punkt	O	O
oda	O	O
ZOH	O	O
fia	O	O
Zentroia	O	O
Omnibus-Hoitestej	O	O
vawandt	O	O
wern	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-7
# text = A vaoideta voikstümliche Bezeichnung laut " Gummibahnhof " .
A	O	O
vaoideta	O	O
voikstümliche	O	O
Bezeichnung	O	O
laut	O	O
"	O	O
Gummibahnhof	O	O
"	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-8
# text = Da erste ZOB vo Deitschland , da Zentroia Omnibusbahnhof Flensbuag , is am 31. Dezemba 1931 im umbautn oidn Bahnhof Flensbuag ereaffnat worn , oiso in zentroia Lag vo da Stod .
Da	O	O
erste	O	O
ZOB	O	O
vo	O	O
Deitschland	B-LOC	B-LOC
,	O	O
da	O	O
Zentroia	B-LOC	B-LOC
Omnibusbahnhof	I-LOC	I-LOC
Flensbuag	I-LOC	I-LOC
,	O	O
is	O	O
am	O	O
31.	O	O
Dezemba	O	O
1931	O	O
im	O	O
umbautn	O	O
oidn	O	O
Bahnhof	B-LOC	B-LOC
Flensbuag	I-LOC	I-LOC
ereaffnat	O	O
worn	O	O
,	O	O
oiso	O	O
in	O	O
zentroia	O	O
Lag	O	O
vo	O	O
da	O	O
Stod	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-9
# text = 1951 is des Konzept vom Hambuaga ZOB ( Neibau 2003 ) mit seine Bussteig und am gemeinsama Zentroigebäude europaweit wegweisand fia den Bus-Fernvakeahr .
1951	O	O
is	O	O
des	O	O
Konzept	O	O
vom	O	O
Hambuaga	B-LOCderiv	B-LOCderiv
ZOB	O	O
(	O	O
Neibau	O	O
2003	O	O
)	O	O
mit	O	O
seine	O	O
Bussteig	O	O
und	O	O
am	O	O
gemeinsama	O	O
Zentroigebäude	O	O
europaweit	B-LOCderiv	B-LOCderiv
wegweisand	O	O
fia	O	O
den	O	O
Bus-Fernvakeahr	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-10
# text = Busbahnheaf findn se aa heit allgmein in zentroia Lag entweda in da Näh vo am Bahnhof oda in da Innanstod .
Busbahnheaf	O	O
findn	O	O
se	O	O
aa	O	O
heit	O	O
allgmein	O	O
in	O	O
zentroia	O	O
Lag	O	O
entweda	O	O
in	O	O
da	O	O
Näh	O	O
vo	O	O
am	O	O
Bahnhof	O	O
oda	O	O
in	O	O
da	O	O
Innanstod	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-11
# text = Zu untascheidn is zwischn Umsteigeknotn vom Stod- oda Nahvakeah und Olaafpunkte fia Fernbuslinien .
Zu	O	O
untascheidn	O	O
is	O	O
zwischn	O	O
Umsteigeknotn	O	O
vom	O	O
Stod-	O	O
oda	O	O
Nahvakeah	O	O
und	O	O
Olaafpunkte	O	O
fia	O	O
Fernbuslinien	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-12
# text = A Ausnahm vo da Regl ana zentroin Lag stejt da ZOB Berlindo , der weda in da Berlina Innanstod gleng is , no in da Näh vo am ( Fernvakeahs- ) Bahnhof .
A	O	O
Ausnahm	O	O
vo	O	O
da	O	O
Regl	O	O
ana	O	O
zentroin	O	O
Lag	O	O
stejt	O	O
da	O	O
ZOB	B-LOC	B-LOC
Berlindo	I-LOC	I-LOC
,	O	O
der	O	O
weda	O	O
in	O	O
da	O	O
Berlina	B-LOCderiv	B-LOCderiv
Innanstod	O	O
gleng	O	O
is	O	O
,	O	O
no	O	O
in	O	O
da	O	O
Näh	O	O
vo	O	O
am	O	O
(	O	O
Fernvakeahs-	O	O
)	O	O
Bahnhof	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-13
# text = Ohne zuasätzlichn Fuaßweg is er ledigle an des Busnetz vo de Berlina Vakeahsbetriebe direkt obundn ; zu U- und S-Bahn muass jeweis a Streck von oanige hundart Meta z' Fuaß zruckglegt wern .
Ohne	O	O
zuasätzlichn	O	O
Fuaßweg	O	O
is	O	O
er	O	O
ledigle	O	O
an	O	O
des	O	O
Busnetz	O	O
vo	O	O
de	O	O
Berlina	B-ORG	B-ORG
Vakeahsbetriebe	I-ORG	I-ORG
direkt	O	O
obundn	O	O
;	O	O
zu	O	O
U-	O	O
und	O	O
S-Bahn	O	O
muass	O	O
jeweis	O	O
a	O	O
Streck	O	O
von	O	O
oanige	O	O
hundart	O	O
Meta	O	O
z'	O	O
Fuaß	O	O
zruckglegt	O	O
wern	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-14
# text = Fernlinienbus erreichan eahm iba de nahe glengne Stodautobahn ( AVUS ) .
Fernlinienbus	O	O
erreichan	O	O
eahm	O	O
iba	O	O
de	O	O
nahe	O	O
glengne	O	O
Stodautobahn	O	O
(	O	O
AVUS	B-LOC	B-LOC
)	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-15
# text = A weidarne Ausnahm buidt da Zentroie Omnibusbahnhof in Stuttgart .
A	O	O
weidarne	O	O
Ausnahm	O	O
buidt	O	O
da	O	O
Zentroie	O	O
Omnibusbahnhof	O	O
in	O	O
Stuttgart	B-LOC	B-LOC
.	O	O

# sent_id = bar_wiki_Busbahnhof-16
# text = Infoig vo de Bauorbatin fia Stuttgart 21 is da bisharige Standort gengiba am Hauptbahnhof zum 1. Aprui 2010 gschlossn , de Bus foahrn ibagangsweis vo zwoa Standort in de Stodteil Obatürkheim und Zuffnhausn ob .
Infoig	O	O
vo	O	O
de	O	O
Bauorbatin	O	O
fia	O	O
Stuttgart	B-MISC	B-MISC
21	I-MISC	I-MISC
is	O	O
da	O	O
bisharige	O	O
Standort	O	O
gengiba	O	O
am	O	O
Hauptbahnhof	O	O
zum	O	O
1.	O	O
Aprui	O	O
2010	O	O
gschlossn	O	O
,	O	O
de	O	O
Bus	O	O
foahrn	O	O
ibagangsweis	O	O
vo	O	O
zwoa	O	O
Standort	O	O
in	O	O
de	O	O
Stodteil	O	O
Obatürkheim	B-LOC	B-LOC
und	O	O
Zuffnhausn	B-LOC	B-LOC
ob	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-17
# text = Seit 10. Mai 2016 is da neie Zentroie Omnibusbahnhof am Stuttgarta Flughafn in Betrieb .
Seit	O	O
10.	O	O
Mai	O	O
2016	O	O
is	O	O
da	O	O
neie	O	O
Zentroie	O	O
Omnibusbahnhof	O	O
am	O	O
Stuttgarta	B-LOCderiv	B-LOC
Flughafn	O	I-LOC
in	O	O
Betrieb	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-18
# text = In vui Lända hot da Vakeah mit Langstreckn-Buslinian a wesantle greaßare Bedeitung ois in Deitschland .
In	O	O
vui	O	O
Lända	O	O
hot	O	O
da	O	O
Vakeah	O	O
mit	O	O
Langstreckn-Buslinian	O	O
a	O	O
wesantle	O	O
greaßare	O	O
Bedeitung	O	O
ois	O	O
in	O	O
Deitschland	B-LOC	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-19
# text = Do findn se of Busbahnheaf mit de Dimensionan vo am Hauptbahnhof oda am kloana Flughofn , beispuisweis da 2005 in Helsinik ereaffnate Kapin keskus oda da Busbahnhof Esenler in Istanbul , da greaßte Busbahnhof vo da Türkei und oana vo de greaßtn vo da Wejt .
Do	O	O
findn	O	O
se	O	O
of	O	O
Busbahnheaf	O	O
mit	O	O
de	O	O
Dimensionan	O	O
vo	O	O
am	O	O
Hauptbahnhof	O	O
oda	O	O
am	O	O
kloana	O	O
Flughofn	O	O
,	O	O
beispuisweis	O	O
da	O	O
2005	O	O
in	O	O
Helsinik	B-LOC	B-LOC
ereaffnate	O	O
Kapin	B-LOC	B-LOC
keskus	I-LOC	I-LOC
oda	O	O
da	O	O
Busbahnhof	B-LOC	B-LOC
Esenler	I-LOC	I-LOC
in	O	O
Istanbul	B-LOC	B-LOC
,	O	O
da	O	O
greaßte	O	O
Busbahnhof	O	O
vo	O	O
da	O	O
Türkei	B-LOC	B-LOC
und	O	O
oana	O	O
vo	O	O
de	O	O
greaßtn	O	O
vo	O	O
da	O	O
Wejt	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-20
# text = Oft befindt se a Busbahnhof in unmittlbora Näh zu am Bahnhof vo ana Eisnbahn , Schnejbahn ( S- , U-Bahn ) oda Stodbahn , um den Fahrgäst des Umsteing zwischn de ÖV-Vakeahsmittln zum aleichtan .
Oft	O	O
befindt	O	O
se	O	O
a	O	O
Busbahnhof	O	O
in	O	O
unmittlbora	O	O
Näh	O	O
zu	O	O
am	O	O
Bahnhof	O	O
vo	O	O
ana	O	O
Eisnbahn	O	O
,	O	O
Schnejbahn	O	O
(	O	O
S-	O	O
,	O	O
U-Bahn	O	O
)	O	O
oda	O	O
Stodbahn	O	O
,	O	O
um	O	O
den	O	O
Fahrgäst	O	O
des	O	O
Umsteing	O	O
zwischn	O	O
de	O	O
ÖV-Vakeahsmittln	O	O
zum	O	O
aleichtan	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-21
# text = Dobei werd aaf kurze Weg , ausreichand Fahrgastinformation und a barrierefreie Gstoitung gacht , dozua ghearn beispuisweis Makierunga fia Sehbehindarte .
Dobei	O	O
werd	O	O
aaf	O	O
kurze	O	O
Weg	O	O
,	O	O
ausreichand	O	O
Fahrgastinformation	O	O
und	O	O
a	O	O
barrierefreie	O	O
Gstoitung	O	O
gacht	O	O
,	O	O
dozua	O	O
ghearn	O	O
beispuisweis	O	O
Makierunga	O	O
fia	O	O
Sehbehindarte	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-22
# text = Es gibt jedo aa Ort , de iba go koa Gleisobindung vafüng , jedo iba an Busbahnhof , wo se mehrare Buslinian treffan .
Es	O	O
gibt	O	O
jedo	O	O
aa	O	O
Ort	O	O
,	O	O
de	O	O
iba	O	O
go	O	O
koa	O	O
Gleisobindung	O	O
vafüng	O	O
,	O	O
jedo	O	O
iba	O	O
an	O	O
Busbahnhof	O	O
,	O	O
wo	O	O
se	O	O
mehrare	O	O
Buslinian	O	O
treffan	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-23
# text = Zum leichtarn Eisteing aa mit Kindawong , Gepäck oda Roistui san obgschrägte neba erheahte Bordstoakantn voahandn .
Zum	O	O
leichtarn	O	O
Eisteing	O	O
aa	O	O
mit	O	O
Kindawong	O	O
,	O	O
Gepäck	O	O
oda	O	O
Roistui	O	O
san	O	O
obgschrägte	O	O
neba	O	O
erheahte	O	O
Bordstoakantn	O	O
voahandn	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-24
# text = Es gibt vaschiedane Baufoaman fia Busbahnheaf .
Es	O	O
gibt	O	O
vaschiedane	O	O
Baufoaman	O	O
fia	O	O
Busbahnheaf	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-25
# text = Des san :
Des	O	O
san	O	O
:	O	O

# sent_id = bar_wiki_Busbahnhof-26
# text = De Rondell-Foam is oane vo de typischstn Bauforman fia Busbahnheaf , insbsondare im städtischn Vakeah .
De	O	O
Rondell-Foam	O	O
is	O	O
oane	O	O
vo	O	O
de	O	O
typischstn	O	O
Bauforman	O	O
fia	O	O
Busbahnheaf	O	O
,	O	O
insbsondare	O	O
im	O	O
städtischn	O	O
Vakeah	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-27
# text = Bei da Rondellfoam bsteht da Busbahnhof aus ana Ellipsn in Mittlfoam , um de de Bus im Linksvakeah ( in Lända mit Linksvakeah : Rechtsvakeah ) vorbeifahrn .
Bei	O	O
da	O	O
Rondellfoam	O	O
bsteht	O	O
da	O	O
Busbahnhof	O	O
aus	O	O
ana	O	O
Ellipsn	O	O
in	O	O
Mittlfoam	O	O
,	O	O
um	O	O
de	O	O
de	O	O
Bus	O	O
im	O	O
Linksvakeah	O	O
(	O	O
in	O	O
Lända	O	O
mit	O	O
Linksvakeah	O	O
:	O	O
Rechtsvakeah	O	O
)	O	O
vorbeifahrn	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-28
# text = Sie erlaubt a sehr leichts Wendn , wos im Städtischn Vakeah oft vo Bedeitung is .
Sie	O	O
erlaubt	O	O
a	O	O
sehr	O	O
leichts	O	O
Wendn	O	O
,	O	O
wos	O	O
im	O	O
Städtischn	O	O
Vakeah	O	O
oft	O	O
vo	O	O
Bedeitung	O	O
is	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-29
# text = De Rondellform konn , um Plotz zum sparn , mit Eibuchtunga zua so gnanntn " Sägezahnfoam " ausgstatt wern , de a leichts Ei- und Ausfahrn vo de Omnibus ermeaglichn .
De	O	O
Rondellform	O	O
konn	O	O
,	O	O
um	O	O
Plotz	O	O
zum	O	O
sparn	O	O
,	O	O
mit	O	O
Eibuchtunga	O	O
zua	O	O
so	O	O
gnanntn	O	O
"	O	O
Sägezahnfoam	O	O
"	O	O
ausgstatt	O	O
wern	O	O
,	O	O
de	O	O
a	O	O
leichts	O	O
Ei-	O	O
und	O	O
Ausfahrn	O	O
vo	O	O
de	O	O
Omnibus	O	O
ermeaglichn	O	O
.	O	O

# sent_id = bar_wiki_Busbahnhof-30
# text = Do gibt's zwoa Ortn , de Schräg- und de Längsparallellfoam .
Do	O	O
