# newdoc id = bar_tweet_1628675245358948353
# sent_id = bar_tweet_1628675245358948353-1
# text = _________ ____ _____ _______ _ _
_________	O	O	O
____	O	O	O
_____	O	O	O
_______	B-PER	B-PER	B-PER
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_291929865219883009
# sent_id = bar_tweet_291929865219883009-1
# text = _______________ _____ ____ _
_______________	O	O	O
_____	O	O	O
____	O	O	O
_	O	O	O

# sent_id = bar_tweet_291929865219883009-2
# text = _ ____ ____ ____ ______ __
_	O	O	O
____	O	O	O
____	O	O	O
____	O	O	O
______	O	O	O
__	O	O	O

# newdoc id = bar_tweet_1360900480499650565
# sent_id = bar_tweet_1360900480499650565-1
# text = ________________ ____ _ ______ ___ ____ _ _
________________	O	O	O
____	O	O	O
_	O	O	O
______	O	O	O
___	O	O	O
____	O	O	O
_	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1659646526056964104
# sent_id = bar_tweet_1659646526056964104-1
# text = _____ ___ _______ ___ __ ____ _
_____	O	O	O
___	O	O	O
_______	O	O	O
___	O	O	O
__	O	O	O
____	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1418146364878434304
# sent_id = bar_tweet_1418146364878434304-1
# text = __________ _________ _ _____ ______ __ _ ___ ___ ____ ____ ___ ___ _______ ____ _
__________	O	O	O
_________	O	O	O
_	O	O	O
_____	O	O	O
______	O	O	O
__	O	O	O
_	O	O	O
___	O	O	O
___	O	O	O
____	O	O	O
____	O	O	O
___	O	O	O
___	O	O	O
_______	O	O	O
____	O	O	O
_	O	O	O

# newdoc id = bar_tweet_1398688384592367623
# sent_id = bar_tweet_1398688384592367623-1
# text = ________ ____ __ ___ _____ ___
________	O	O	O
____	O	O	O
__	O	O	O
___	O	O	O
_____	O	O	O
___	O	O	O

# sent_id = bar_tweet_1398688384592367623-2
# text = ____ ___ __ ____ ____ __ ___ _
____	O	O	O
___	O	O	O
__	O	O	O
____	O	O	O
____	O	O	O
__	O	O	O
___	O	O	O
_	O	O	O

